,a
1242,"Y. Abuhatzira (26, Hapoel Kfar Saba, Liga Leumit 22-23)"
1243,"H. Kadrić (23, Voždovac, Serbian SuperLiga 22-23)"
1244,"D. Castañeda (28, Sreenidi Deccan, I-League 22-23)"
1245,"L. Vila (24, Teuta Durrës, Albanian Premier League 22-23)"
1246,"J. Muhović (34, Arsenal Tivat, Montenegro First League 22-23)"
1247,"S. Sobczak (30, Zagłębie Sosnowiec, Polish I Liga 22-23)"
1248,"B. El Bahraoui (30, RSB Berkane, Botola Pro 22-23)"
1249,"E. Quiñónes (34, Achuapa, Guatemala Liga Nacional 22-23)"
1250,"K. El Berkaoui (27, Al Raed, Saudi Professional League 22-23)"
1251,"J. Degabriele (26, Hibernians, Malta Premier League 22-23)"
1252,"D. Ginczek (32, Fortuna Düsseldorf, 2. Bundesliga 22-23)"
1253,"E. Mamatah (21, Ashdod, Ligat Ha'al 22-23)"
1254,"K. Higginbotham (33, Kelty Hearts, Scottish League One 22-23)"
1255,"L. Ajorque (29, Mainz 05, Bundesliga 22-23)"
1256,"G. Gjorgjiev (26, Borec, North Macedonia First League 22-23)"
1257,"G. Kyei (27, Clermont, Ligue 1 22-23)"
1258,"C. O’Keefe (24, Peterhead, Scottish League One 22-23)"
1259,"R. Sadykhov (26, Zira, Premyer Liqa 22-23)"
1260,"T. Conway (20, Bristol City, Championship 22-23)"
1261,"Darren Lok (31, Sabah, Malaysian Super League 2023)"
1262,"João Pedro (26, Panetolikos FC, Greek Super League 22-23)"
1263,"R. Zikri (30, Hapoel Petah Tikva, Liga Leumit 22-23)"
1264,"S. Jovanović (31, Bačka Topola, Serbian SuperLiga 22-23)"
1265,"Clau Mendes (22, UD Logroñés, Primera División RFEF 22-23)"
1266,"M. Giménez (26, Banfield, Argentinian Primera División 2023)"
1267,"M. Retegui (24, Tigre, Argentinian Primera División 2023)"
1268,"D. Kownacki (26, Fortuna Düsseldorf, 2. Bundesliga 22-23)"
1269,"R. Gaffney (33, Shamrock Rovers, League of Ireland PL 2023)"
1270,"T. Fawwazi (21, Bhayangkara F.C., BRI Liga 1 22-23)"
1271,"Adrián Dalmau (29, Alcorcón, Primera División RFEF 22-23)"
1272,"E. Sabbi (25, OB, Superliga 22-23)"
1273,"D. Delarge (32, Egnatia Rrogozhinë, Albanian Premier League 22-23)"
1274,"Gorka Santamaría (27, CD Badajoz, Primera División RFEF 22-23)"
1275,"Y. Kayanuma (29, YSCC, J3 2023)"
1276,"David González (20, Numancia, Primera División RFEF 22-23)"
1277,"J. Ferreira (22, Dallas, MLS 2023)"
1278,"L. Schnellbacher (29, Elversberg, 3. Liga 22-23)"
1279,"K. Bordon (28, Achuapa, Guatemala Liga Nacional 22-23)"
1280,"R. Watanabe (26, Fujieda MYFC, J2 2023)"
1281,"I. Henderson (38, Rochdale, League Two 22-23)"
1282,"João Marcos (23, Belenenses, Portugal Segunda Liga 22-23)"
1283,"Clayton Silva (24, Casa Pia AC, Primeira Liga 22-23)"
1284,"M. Carlini (36, Monterosi, Serie C 22-23)"
1285,"G. Ávalos (32, Argentinos Juniors, Argentinian Primera División 2023)"
1286,"O. Biton (23, Hapoel Jerusalem, Ligat Ha'al 22-23)"
1287,"A. Šporar (29, Panathinaikos, Greek Super League 22-23)"
1288,"S. Bakayoko (21, Neuchâtel Xamax, Swiss Challenge League 22-23)"
1289,"A. Abang (26, Al Bataeh, UAE Pro League 22-23)"
1290,"S. Nicholson (26, Spartak Moskva, Russian Premier League 22-23)"
1291,"R. Mierez (26, Osijek, 1. HNL 22-23)"
1292,"T. Samba (20, Bellinzona, Swiss Challenge League 22-23)"
1293,"Y. Kajiya (23, Blaublitz Akita, J2 2023)"
1294,"N. Karelis (31, Panetolikos FC, Greek Super League 22-23)"
1295,"F. Ouji (24, Ben Guerdane, Tunisian Ligue 1 22-23)"
1296,"M. Petkov (20, Septemvri Sofia, Bulgarian First League 22-23)"
1297,"C. Dragu (31, Viitorul P. Targu Jiu, Romanian Liga II 22-23)"
1298,"J. Forst (20, WSG Swarovski Tirol, Austrian Bundesliga 22-23)"
1299,"B. Diallo (19, Standard Liège II, Belgian First Division B 22-23)"
1300,"C. McKee (20, Brechin City, Scottish League Two 22-23)"
1301,"S. van Hooijdonk (23, Heerenveen, Eredivisie 22-23)"
1302,"S. Skrzybski (30, Holstein Kiel, 2. Bundesliga 22-23)"
1303,"R. Meißner (23, Viktoria Köln, 3. Liga 22-23)"
1304,"J. Banel (18, Ajax II, Eerste Divisie 22-23)"
1305,"W. Isaacs (32, Moroka Swallows, South Africa PSL 22-23)"
1306,"Joselu (33, Espanyol, La Liga 22-23)"
1307,"L. Ubaldi (23, San Donato Tavarnelle, Serie C 22-23)"
1308,"B. Kuku (28, Maccabi Ahi Nazareth, Liga Leumit 22-23)"
1309,"C. Hendry (25, Salford City, League Two 22-23)"
1310,"U. Bozok (26, Trabzonspor, Süper Lig 22-23)"
1311,"F. Batista (24, Necaxa, Liga MX 22-23)"
1312,"F. Ceravolo (36, Padova, Serie C 22-23)"
1313,"A. Montalto (35, Reggiana, Serie C 22-23)"
1314,"G. Fernández (28, Juárez, Liga MX 22-23)"
1315,"D. Haen (18, De Graafschap, Eerste Divisie 22-23)"
1316,"L. Vardanyan (19, Noah, Armenian Premier League 22-23)"
1317,"D. Myshnyov (29, Zorya, Ukrainian Premier Liha 22-23)"
1318,"S. Kulenović (23, Lokomotiva Zagreb, 1. HNL 22-23)"
1319,"D. Gayle (33, Stoke City, Championship 22-23)"
1320,"T. Ambrose (26, Oostende, Belgian Pro League 22-23)"
1321,"J. Cummings (27, Central Coast Mariners, A-League Men 22-23)"
1322,"C. Immobile (33, Lazio, Serie A 22-23)"
1323,"K. Kostons (23, MVV, Eerste Divisie 22-23)"
1324,"M. Kean (23, Juventus, Serie A 22-23)"
1325,"Jon Magunazelaia (21, Real Sociedad B, Primera División RFEF 22-23)"
1326,"G. Madine (32, Blackpool, Championship 22-23)"
1327,"J. van der Sande (27, NAC Breda, Eerste Divisie 22-23)"
1328,"T. Poeiphimai (20, Port FC, Thai League 1 22-23)"
1329,"E. Bokhashvili (30, PSS Sleman, BRI Liga 1 22-23)"
1330,"W. Ben Yedder (32, Monaco, Ligue 1 22-23)"
1331,"C. Stanciu (32, Progresul Spartac, Romanian Liga II 22-23)"
1332,"R. Hennings (35, Fortuna Düsseldorf, 2. Bundesliga 22-23)"
1333,"C. Tchamba (25, Samtredia, Erovnuli Liga 2023)"
1334,"L. Pons (33, Medellín, Colombian Primera Division 22-23)"
1335,"Y. Matsuo (25, Westerlo, Belgian Pro League 22-23)"
1336,"J. Young (21, Barrow, League Two 22-23)"
1337,"A. Emsis (25, Sūduva, Lithuanian A Lyga 2023)"
1338,"M. Nagakura (23, ThespaKusatsu Gunma, J2 2023)"
1339,"Bruno Lamas (29, Busan I'Park, K League 2 2023)"
1340,"C. Santini (31, Rimini, Serie C 22-23)"
1341,"S. Rodríguez (23, Godoy Cruz, Argentinian Primera División 2023)"
1342,"A. Ryan (28, Larne, Northern Ireland Premiership 22-23)"
1343,"R. Saarma (22, Paide, Estonian Meistriliiga 2023)"
1344,"N. Servetto (27, Platense, Argentinian Primera División 2023)"
1345,"Z. Gera (19, Pécsi MFC, NB II 22-23)"
1346,"Juanto Ortuño (31, Eldense, Primera División RFEF 22-23)"
1347,"A. Mrda (23, Jedinstvo, Montenegro First League 22-23)"
1348,"K. Tejan (26, TOP Oss, Eerste Divisie 22-23)"
1349,"L. Riveros (25, Audax Italiano, Chilean Primera División 2023)"
1350,"T. Boyd (32, Kaiserslautern, 2. Bundesliga 22-23)"
1351,"E. Ferguson (18, Brighton, Premier League 22-23)"
1352,"N. Balongo (24, Łódzki KS, Polish I Liga 22-23)"
1353,"N. Prelčec (33, Rabotnički, North Macedonia First League 22-23)"
1354,"Dani Aquino (32, San Fernando, Primera División RFEF 22-23)"
1355,"P. Schwaizer (24, Mafra, Portugal Segunda Liga 22-23)"
1356,"R. Leipertz (30, Paderborn, 2. Bundesliga 22-23)"
1357,"J. Zúñiga (28, Querétaro, Liga MX 22-23)"
1358,"B. Graham (35, Partick Thistle, Scottish Championship 22-23)"
1359,"A. El Banouby (23, El Daklyeh, Egyptian Premier League 22-23)"
1360,"T. Mayer (27, Amstetten, Austrian 2. Liga 22-23)"
1361,"J. Cádiz (27, Famalicão, Primeira Liga 22-23)"
1362,"J. Cordero (21, Deportivo Saprissa, Costa Rica Primera División 22-23)"
1363,"F. Avenatti (30, Kortrijk, Belgian Pro League 22-23)"
1364,"Raúl Asencio (24, Cittadella, Serie B 22-23)"
1365,"B. Traoré (20, Häcken, Allsvenskan 2023)"
1366,"B. Arabuli (29, Macarthur, A-League Men 22-23)"
1367,"Y. Bammou (31, Al Shamal, Qatari Stars League 22-23)"
1368,"D. Pantelić (23, Tuzla City, Bosnian Premier League 22-23)"
1369,"D. Blazhevski (37, Vardar, North Macedonia First League 22-23)"
1370,"G. Bajde (29, Celje, 1. SNL 22-23)"
1371,"Patrick (25, Tirana, Albanian Premier League 22-23)"
1372,"A. Ben Hemo (23, Hapoel Umm al-Fahm, Liga Leumit 22-23)"
1373,"B. Yıldırım (20, Antalyaspor, Süper Lig 22-23)"
1374,"M. Doumbouya (25, Ingolstadt, 3. Liga 22-23)"
1375,"J. Pitou (18, Pro Patria, Serie C 22-23)"
1376,"Mohamed Sherif (27, Al Ahly, Egyptian Premier League 22-23)"
1377,"D. Mariani (32, FC Schaffhausen, Swiss Challenge League 22-23)"
1378,"J. Hiwula (28, Ross County, Scottish Premiership 22-23)"
1379,"J. Okoronkwo (19, Krasnodar II, Russian FNL 2 22-23)"
1380,"M. Coronel (24, Atlético Tucumán, Argentinian Primera División 2023)"
1381,"B. Kör (22, Manisa BBSK, Turkish 1. Lig 22-23)"
1382,"E. Skenderi (22, Struga, North Macedonia First League 22-23)"
1383,"R. McDaid (26, Linfield, Northern Ireland Premiership 22-23)"
1384,"L. Pandolfi (25, Juve Stabia, Serie C 22-23)"
1385,"E. Simms (22, Sunderland, Championship 22-23)"
1386,"W. Isidor (22, Lokomotiv Moskva, Russian Premier League 22-23)"
1387,"L. McIntosh (30, Cove Rangers, Scottish Championship 22-23)"
1388,"D. Johnsen (25, Venezia, Serie B 22-23)"
1389,"H. Reina (32, Achuapa, Guatemala Liga Nacional 22-23)"
1390,"L. Höler (28, Freiburg, Bundesliga 22-23)"
1391,"A. Herrera (38, Mixco, Guatemala Liga Nacional 22-23)"
1392,"A. Curcio (33, Catanzaro, Serie C 22-23)"
1393,"O. Valakari (23, Pafos, Cyprus 1. Division 22-23)"
1394,"G. Igbokwe (20, Noah, Armenian Premier League 22-23)"
1395,"M. Ďuriš (35, Karmiotissa, Cyprus 1. Division 22-23)"
1396,"G. Gongadze (27, Fakel, Russian Premier League 22-23)"
1397,"D. Vorobyev (25, Orenburg, Russian Premier League 22-23)"
1398,"S. Nombe (24, Exeter City, League One 22-23)"
1399,"F. Caputo (35, Empoli, Serie A 22-23)"
1400,"R. Quaison (29, Al Ettifaq, Saudi Professional League 22-23)"
1401,"I. Rondić (24, Slovan Liberec, Czech Fortuna Liga 22-23)"
1402,"V. Vermeij (28, Freiburg II, 3. Liga 22-23)"
1403,"J. Yates (26, Blackpool, Championship 22-23)"
1404,"David Silva (33, Persib, BRI Liga 1 22-23)"
1405,"I. Slimani (34, Brest, Ligue 1 22-23)"
1406,"D. Volkovi (27, Sabah, Premyer Liqa 22-23)"
1407,"Gustavo Balotelli (26, Dornbirn, Austrian 2. Liga 22-23)"
1408,"A. Balboa (29, Defensor Sporting, Uruguay Primera División 2023)"
1409,"Rodrigo Piloto (21, Penya Encarnada, Andorra Primera Divisió 22-23)"
1410,"B. Anderson (24, Livingston, Scottish Premiership 22-23)"
1411,"G. Del Prete (26, Pumas UNAM, Liga MX 22-23)"
1412,"S. Matarrita (32, Santos de Guápiles, Costa Rica Primera División 22-23)"
1413,"M. Megginson (30, Cove Rangers, Scottish Championship 22-23)"
1414,"T. Kubo (22, Real Sociedad, La Liga 22-23)"
1415,"Léo Bonatini (29, Atlético de San Luis, Liga MX 22-23)"
1416,"S. Fletcher (36, Dundee United, Scottish Premiership 22-23)"
1417,"Lolo Plá (30, Mérida AD, Primera División RFEF 22-23)"
1418,"M. Rafli (24, Arema, BRI Liga 1 22-23)"
1419,"S. Merkaj (25, Virtus Entella, Serie C 22-23)"
1420,"A. Nahuelpán (35, Mazatlán, Liga MX 22-23)"
1421,"Renan Oliveira (26, Sarajevo, Bosnian Premier League 22-23)"
1422,"Patrick (25, Erzeni Shijak, Albanian Premier League 22-23)"
1423,"Samu Corral (31, Linares Deportivo, Primera División RFEF 22-23)"
1424,"M. Diagne (31, Fatih Karagümrük, Süper Lig 22-23)"
1425,"R. Odogwu (32, Südtirol, Serie B 22-23)"
1426,"C. Gavra (30, ASU Poli, Romanian Liga II 22-23)"
1427,"Manu Justo (27, Racing Ferrol, Primera División RFEF 22-23)"
1428,"M. Nocciolini (33, Taranto, Serie C 22-23)"
1429,"Manu Nieto (25, Eldense, Primera División RFEF 22-23)"
1430,"J. Zirkzee (22, Bologna, Serie A 22-23)"
1431,"Javier Avilés (25, Lugo, La Liga 2 22-23)"
1432,"M. Duke (32, Machida Zelvia, J2 2023)"
1433,"H. Saunders (25, Tranmere Rovers, League Two 22-23)"
1434,"M. Acuña (30, Boston River, Uruguay Primera División 2023)"
1435,"N. Bonfanti (21, Modena, Serie B 22-23)"
1436,"A. Grimaldi (32, Saarbrücken, 3. Liga 22-23)"
1437,"A. Contreras (23, Herediano, Costa Rica Primera División 22-23)"
1438,"O. Villa (28, Xelajú, Guatemala Liga Nacional 22-23)"
1439,"D. Czapliński (30, Odra Opole, Polish I Liga 22-23)"
1440,"B. Sha'aban (23, Ironi Tiberias, Liga Leumit 22-23)"
1441,"A. Valera (27, Universitario, Peruvian Liga 1 2023)"
1442,"E. Jendrišek (36, Tatran Liptovský Mikuláš, Slovak Super Liga 22-23)"
1443,"Diego Costa (34, Wolverhampton Wanderers, Premier League 22-23)"
1444,"R. Haša (30, Skalica, Slovak Super Liga 22-23)"
1445,"E. Ponce (26, Elche, La Liga 22-23)"
1446,"M. Cojocaru (25, Petrocub, Moldovan Super Liga 22-23)"
1447,"P. Onyekachi (29, Hapoel Ramat HaSharon, Liga Leumit 22-23)"
1448,"T. Barry (20, SK Beveren, Belgian First Division B 22-23)"
1449,"K. Behrens (32, Union Berlin, Bundesliga 22-23)"
1450,"K. Karim (21, Maritzburg United, South Africa PSL 22-23)"
1451,"R. Jelena (25, Csikszereda Miercurea Ciuc, Romanian Liga II 22-23)"
1452,"M. Aloui (0, CA Bizertin, Tunisian Ligue 1 22-23)"
1453,"K. Aladesanmi (24, Deportivo Pereira, Colombian Primera Division 22-23)"
1454,"J. Venegas (35, Cartaginés, Costa Rica Primera División 22-23)"
1455,"R. Aguirre (28, Monterrey, Liga MX 22-23)"
1456,"A. Sepúlveda (32, Querétaro, Liga MX 22-23)"
1457,"R. Baturina (22, Racing Santander, La Liga 2 22-23)"
1458,"S. Perica (27, Standard Liège, Belgian Pro League 22-23)"
1459,"G. Lapadula (33, Cagliari, Serie B 22-23)"
1460,"A. Esswein (33, Sandhausen, 2. Bundesliga 22-23)"
1461,"D. Min (23, Telstar, Eerste Divisie 22-23)"
1462,"E. Rotondi (31, Municipal, Guatemala Liga Nacional 22-23)"
1463,"M. Arezo (20, Peñarol, Uruguay Primera División 2023)"
1464,"Gustavo Henrique (27, Công An Nhân Dân, V League 1 2023)"
1465,"M. Hernández (33, Cartaginés, Costa Rica Primera División 22-23)"
1466,"T. Prica (21, WSG Swarovski Tirol, Austrian Bundesliga 22-23)"
1467,"Majed Al-Mutairi (0, Al Shoalah, Saudi First Division 22-23)"
1468,"J. Nsamé (30, Young Boys, Swiss Super League 22-23)"
1469,"A. Santarcangelo (20, Picerno, Serie C 22-23)"
1470,"Lukian (31, Avispa Fukuoka, J1 2023)"
1471,"J. Kuchta (26, Sparta Praha, Czech Fortuna Liga 22-23)"
1472,"G. Kakuta (31, Amiens SC, Ligue 2 22-23)"
1473,"Cauê (20, Lommel SK, Belgian First Division B 22-23)"
1474,"K. N'Chobi (27, Laval, Ligue 2 22-23)"
1475,"A. Fletcher (27, Wigan Athletic, Championship 22-23)"
1476,"Javi Siverio (25, Hyderabad FC, Indian Super League 22-23)"
1477,"C. González (30, Toluca, Liga MX 22-23)"
1478,"D. Scarlett (19, Portsmouth, League One 22-23)"
1479,"Marcus Índio (25, Imabari, J3 2023)"
1480,"T. Ünlü (33, Altay, Turkish 1. Lig 22-23)"
1481,"F. Rohner (24, Zürich, Swiss Super League 22-23)"
1482,"A. Sanyang (26, Start, OBOS Ligaen 2023)"
1483,"B. Edomwonyi (28, Koper, 1. SNL 22-23)"
1484,"J. Rodríguez (28, San Francisco, Panama LPF 2023)"
1485,"T. Baribo (25, Wolfsberger AC, Austrian Bundesliga 22-23)"
1486,"H. Nur Yulianto (33, PSIS Semarang, BRI Liga 1 22-23)"
1487,"Z. Rudden (23, Dundee, Scottish Championship 22-23)"
1488,"D. Steczyk (24, Hallescher FC, 3. Liga 22-23)"
1489,"V. Bayo (26, Watford, Championship 22-23)"
1490,"V. Taşar (26, Aarau, Swiss Challenge League 22-23)"
1491,"R. Stănescu (29, Minaur Baia Mare, Romanian Liga II 22-23)"
1492,"M. Ramadhan Sananta (20, PSM, BRI Liga 1 22-23)"
1493,"A. Galeandro (23, Alessandria, Serie C 22-23)"
1494,"G. Kyeremeh (22, Caen, Ligue 2 22-23)"
1495,"Ö. Şişmanoğlu (33, Denizlispor, Turkish 1. Lig 22-23)"
1496,"B. Chipirliu (30, CSA Steaua Bucureşti, Romanian Liga II 22-23)"
1497,"F. Druijf (25, Rapid Wien, Austrian Bundesliga 22-23)"
1498,"J. Hornkamp (25, Willem II, Eerste Divisie 22-23)"
1499,"Gorka Guruzeta (26, Athletic Bilbao, La Liga 22-23)"
1500,"I. Prtajin (27, Wehen Wiesbaden, 3. Liga 22-23)"
1501,"Zito Luvumbo (21, Cagliari, Serie B 22-23)"
1502,"A. Jakubiak (26, Dundee, Scottish Championship 22-23)"
1503,"L. Passerini (28, Unión La Calera, Chilean Primera División 2023)"
1504,"K. Hemmings (32, Tranmere Rovers, League Two 22-23)"
1505,"R. Germain (28, Júbilo Iwata, J2 2023)"
1506,"M. Franko (22, Dukla Banská Bystrica, Slovak Super Liga 22-23)"
1507,"Mahmoud Wadi (28, El Geish, Egyptian Premier League 22-23)"
1508,"M. Forss (23, Middlesbrough, Championship 22-23)"
1509,"R. Yaremchuk (27, Club Brugge, Belgian Pro League 22-23)"
1510,"I. Acuña (33, Municipal, Guatemala Liga Nacional 22-23)"
1511,"A. Purje (37, Tallinna Kalev, Estonian Meistriliiga 2023)"
1512,"B. Bíró (24, Szeged 2011, NB II 22-23)"
1513,"T. Leigh (23, Accrington Stanley, League One 22-23)"
1514,"T. Petrović (24, Trento, Serie C 22-23)"
1515,"M. Demir (31, Konyaspor, Süper Lig 22-23)"
1516,"G. Donyoh (28, Neftchi, Premyer Liqa 22-23)"
1517,"M. Ljubičić (21, LASK, Austrian Bundesliga 22-23)"
1518,"K. Abazaj (26, Tirana, Albanian Premier League 22-23)"
1519,"M. Dembélé (26, Olympique Lyonnais, Ligue 1 22-23)"
1520,"D. Alibec (32, Farul Constanţa, SuperLiga României 22-23)"
1521,"Adler (24, Slovan Bratislava, Slovak Super Liga 22-23)"
1522,"C. Mendes Gomes (24, Fleetwood Town, League One 22-23)"
1523,"C. Saydee (21, Shrewsbury Town, League One 22-23)"
1524,"I. Mashukov (28, Alaniya Vladikavkaz, Russian FNL 2 22-23)"
1525,"T. Cannon (20, Preston North End, Championship 22-23)"
1526,"Lecão (30, Birkirkara, Malta Premier League 22-23)"
1527,"E. Maouhoub (19, JS Soualem, Botola Pro 22-23)"
1528,"E. Apeh (26, Sabah, Premyer Liqa 22-23)"
1529,"R. Longman (22, Hull City, Championship 22-23)"
1530,"R. Bajić (29, Giresunspor, Süper Lig 22-23)"
1531,"D. Kolobarić (23, Gorica, 1. SNL 22-23)"
1532,"Rodrigo (32, Leeds United, Premier League 22-23)"
1533,"J. Vossen (34, Zulte-Waregem, Belgian Pro League 22-23)"
1534,"F. Ayé (26, Brescia, Serie B 22-23)"
1535,"E. Gültekin (22, İstanbulspor, Süper Lig 22-23)"
1536,"Bruno Almeida (26, Santa Clara, Primeira Liga 22-23)"
1537,"D. Oberlin (25, Thun, Swiss Challenge League 22-23)"
1538,"M. Guida (24, Turris, Serie C 22-23)"
1539,"T. Dolan (21, Blackburn Rovers, Championship 22-23)"
1540,"N. Bandiera (33, Atlético Grau, Peruvian Liga 1 2023)"
1541,"P. Besong (22, Erzgebirge Aue, 3. Liga 22-23)"
1542,"A. Prijović (33, Western United, A-League Men 22-23)"
1543,"F. Mastroianni (31, Fiorenzuola, Serie C 22-23)"
1544,"J. Marković (22, Universitatea Craiova, SuperLiga României 22-23)"
1545,"D. Martinović (26, Waldhof Mannheim, 3. Liga 22-23)"
1546,"J. Chramosta (32, Jablonec, Czech Fortuna Liga 22-23)"
1547,"R. Wolsztyński (28, Chrobry Głogów, Polish I Liga 22-23)"
1548,"L. Nmecha (24, Wolfsburg, Bundesliga 22-23)"
1549,"S. Longo (31, Dordrecht, Eerste Divisie 22-23)"
1550,"A. Jonjić (23, Erzgebirge Aue, 3. Liga 22-23)"
1551,"O. Giroud (36, Milan, Serie A 22-23)"
1552,"M. Bakayoko (26, Shirak, Armenian Premier League 22-23)"
1553,"Y. Malede (23, Mechelen, Belgian Pro League 22-23)"
1554,"A. Gómez (23, Sudeva, I-League 22-23)"
1555,"Raul García (22, Mirandés, La Liga 2 22-23)"
1556,"M. Nukić (32, Olimpija, 1. SNL 22-23)"
1557,"Hakeme Yazid Said (20, DPMM FC, Singapore Premier League 2023)"
1558,"N. Nikolić (30, Vojvodina, Serbian SuperLiga 22-23)"
1559,"M. Rodríguez (22, Huachipato, Chilean Primera División 2023)"
1560,"L. Ramazani (22, Almería, La Liga 22-23)"
1561,"A. Chidi Kwem (25, AmaZulu, South Africa PSL 22-23)"
1562,"N. Dicko (31, OFI, Greek Super League 22-23)"
1563,"K. Hester (27, Elgin City, Scottish League Two 22-23)"
1564,"D. McGoldrick (35, Derby County, League One 22-23)"
1565,"R. Pyke (25, Shrewsbury Town, League One 22-23)"
1566,"Ž. Vipotnik (21, Maribor, 1. SNL 22-23)"
1567,"G. Kernezo (25, Montevarchi, Serie C 22-23)"
1568,"H. Mowasi (22, Hapoel Ramat HaSharon, Liga Leumit 22-23)"
1569,"A. Collins (25, Bristol Rovers, League One 22-23)"
1570,"B. Brobbey (21, Ajax, Eredivisie 22-23)"
1571,"K. Tyukavin (20, Dinamo Moskva, Russian Premier League 22-23)"
1572,"K. Wojtyra (25, Chrobry Głogów, Polish I Liga 22-23)"
1573,"Jairo (31, Pafos, Cyprus 1. Division 22-23)"
1574,"V. Abata (22, Métlaoui, Tunisian Ligue 1 22-23)"
1575,"M. Livaja (29, Hajduk Split, 1. HNL 22-23)"
1576,"Cristo González (25, Sporting Gijón, La Liga 2 22-23)"
1577,"D. McDaid (32, Ballymena United, Northern Ireland Premiership 22-23)"
1578,"A. Glišić (30, Ararat, Armenian Premier League 22-23)"
1579,"O. Ebere (25, Plaza Colonia, Uruguay Primera División 2023)"
1580,"M. Šarić (24, Napredak Kruševac, Serbian SuperLiga 22-23)"
1581,"N. Botić (21, Western United, A-League Men 22-23)"
1582,"C. Bacca (36, Junior, Colombian Primera Division 22-23)"
1583,"Juanma Delgado (32, V-Varen Nagasaki, J2 2023)"
1584,"L. Depoitre (34, Gent, Belgian Pro League 22-23)"
1585,"M. Tóth (21, Sturm Graz II, Austrian 2. Liga 22-23)"
1586,"V. Striković (20, Sutjeska, Montenegro First League 22-23)"
1587,"J. Ekuban (23, Fidelis Andria, Serie C 22-23)"
1588,"A. Dauda (35, Mohammedan, I-League 22-23)"
1589,"N. Ben Khalifa (31, Sanfrecce Hiroshima, J1 2023)"
1590,"R. Márquez (25, Unión Magdalena, Colombian Primera Division 22-23)"
1591,"B. Golúz (25, Tauro, Panama LPF 2023)"
1592,"J. Morán (34, Guastatoya, Guatemala Liga Nacional 22-23)"
1593,"S. Sebai (29, Ironi Kiryat Shmona, Ligat Ha'al 22-23)"
1594,"Z. Naidji (28, Laval, Ligue 2 22-23)"
1595,"Ki-Jong Won (27, Gyeongnam, K League 2 2023)"
1596,"M. Kvistgaarden (21, Brøndby, Superliga 22-23)"
1597,"Pablo Valcarce (30, Burgos, La Liga 2 22-23)"
1598,"J. Mlakar (24, Hajduk Split, 1. HNL 22-23)"
1599,"N. Prelec (21, WSG Swarovski Tirol, Austrian Bundesliga 22-23)"
1600,"K. Benarif (30, Mouloudia Oujda, Botola Pro 22-23)"
1601,"A. Plata (32, Al Jabalain, Saudi First Division 22-23)"
1602,"Mikel Goti (20, Bilbao Athletic, Primera División RFEF 22-23)"
